objectid,filename,youtubeid,title,subject,date,creator,contributor,game_name,game_genre,game_info,description,language,type,format,extent,coverage,rights,source,relation
game001,,mM-itNzNJKs,2024 LoL 챔피언스 코리아 스프링 결승전 하이라이트,LOL;Highlight,2024-04-14,LCK,"[Player] (GEN) Lehends, Peyz, Chovy, Canyon, Kiin  / (T1) Zeus, Oner, Faker, Gumayusi, Keria <br> [Commentator] 강형우, 신동진, 임주완, 고수진 <br> [Organizer] LCK <br> [Sponsor] 우리은행",League Of Legends,MOBA,"[Manufacturer] Riot Games <br> [Distributor] Riot Games <br> [Platform] Windows, Mac <br> [Character] Aatrox, Draven, Maokai, Pantheon, Poppy  etc.",2024 LoL  챔피언스 코리아 스프링 결승전 GEN vs. T1 매치 하이라이트 영상,kor,Image;MovingImage,video/mpeg,1h 18m 26s,KSPO DOME(올림픽체조경기장),Riot Games Korea,https://www.youtube.com/watch?v=mM-itNzNJKs,https://game.naver.com/esports/League_of_Legends/videos/league/lck/lck_2024_spring
